SalesID,OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,DiscountPct,SalesAmount,CostAmount,Profit,SalesChannel,PaymentMethod,ShipMode,OrderStatus,Region,City,SalesRep
S00172,O10172,2026-01-08,C0380,P0104,6,606.12,0,3636.72,2253.78,1382.94,Store,UPI,Express,Delivered,North,Jaipur,Sales Rep C
S00173,O10173,2026-07-02,C0284,P0493,6,3737.95,0.15,19063.54,16039.26,3024.28,Online,UPI,Express,Delivered,South,Coimbatore,Sales Rep B
S00174,O10174,2025-07-07,C0132,P0409,6,25021.11,0.2,120101.33,115059.78,5041.55,Online,Card,Same Day,Returned,East,Bhubaneswar,Sales Rep B
S00175,O10175,2025-09-30,C0021,P0312,5,21290.98,0.05,101132.15,68786.35,32345.8,Online,Card,Same Day,Delivered,East,Bhubaneswar,Sales Rep B
S00176,O10176,2025-03-04,C0268,P0156,2,26781.37,0,53562.74,37671.0,15891.74,Online,Cash,Express,Delivered,West,Pune,Sales Rep A
S00177,O10177,2025-03-16,C0164,P0405,2,12843.23,0.1,23117.81,15838.68,7279.13,Online,Cash,Standard,Returned,East,Kolkata,Sales Rep B
S00178,O10178,2025-08-09,C0052,P0278,5,23210.59,0.1,104447.65,73580.8,30866.85,Store,UPI,Same Day,Returned,South,Coimbatore,Sales Rep A
S00179,O10179,2026-03-30,C0369,P0454,6,11194.17,0,67165.02,53473.92,13691.1,Partner,Cash,Standard,Delivered,South,Bengaluru,Sales Rep D
S00180,O10180,2026-05-20,C0308,P0139,6,3514.83,0,21088.98,17229.9,3859.08,Store,Cash,Same Day,Delivered,South,Hyderabad,Sales Rep C
S00181,O10181,2026-06-29,C0136,P0445,2,14363.06,0.05,27289.81,20113.16,7176.65,Store,Net Banking,Same Day,Returned,West,Mumbai,Sales Rep A
S00182,O10182,2025-07-06,C0388,P0485,4,3798.32,0,15193.28,11051.64,4141.64,Store,Cash,Express,Delivered,North,Jaipur,Sales Rep B
S00183,O10183,2026-03-19,C0034,P0390,6,34393.23,0.05,196041.41,138291.24,57750.17,Online,Cash,Express,Delivered,West,Pune,Sales Rep B
S00184,O10184,2025-08-26,C0399,P0056,2,3173.04,0.05,6028.78,4121.06,1907.72,Partner,Net Banking,Express,Returned,West,Mumbai,Sales Rep A
S00185,O10185,2025-08-04,C0351,P0154,5,37978.37,0.2,151913.48,121792.65,30120.83,Online,Net Banking,Standard,Delivered,East,Bhubaneswar,Sales Rep D
S00186,O10186,2025-06-11,C0403,P0088,5,27867.73,0.2,111470.92,92525.15,18945.77,Online,Net Banking,Same Day,Returned,West,Mumbai,Sales Rep D
S00187,O10187,2025-10-03,C0400,P0372,2,18819.89,0.05,35757.79,25571.6,10186.19,Store,Net Banking,Express,Delivered,North,Delhi,Sales Rep C
S00188,O10188,2025-12-29,C0171,P0373,6,5301.87,0.05,30220.66,27655.5,2565.16,Store,Net Banking,Express,Returned,North,Delhi,Sales Rep D
S00189,O10189,2026-02-18,C0003,P0391,1,37172.02,0.1,33454.82,23089.12,10365.7,Store,Card,Express,Delivered,South,Hyderabad,Sales Rep A
S00190,O10190,2025-07-27,C0420,P0361,2,10442.76,0.2,16708.42,17768.06,-1059.64,Partner,Net Banking,Express,Delivered,North,Delhi,Sales Rep A
S00191,O10191,2026-01-27,C0165,P0219,3,5133.86,0.15,13091.34,11316.87,1774.47,Partner,Card,Standard,Returned,North,Delhi,Sales Rep C
S00192,O10192,2025-09-06,C0055,P0039,2,14186.99,0.05,26955.28,23104.84,3850.44,Partner,Cash,Same Day,Returned,East,Kolkata,Sales Rep A
S00193,O10193,2026-02-04,C0400,P0338,6,23660.52,0.2,113570.5,109240.14,4330.36,Store,Card,Express,Returned,North,Delhi,Sales Rep A
S00194,O10194,2025-12-17,C0052,P0029,3,17591.42,0.15,44858.12,33835.95,11022.17,Store,Cash,Express,Delivered,South,Coimbatore,Sales Rep D
S00195,O10195,2025-03-17,C0069,P0451,3,16149.16,0.2,38757.98,36696.39,2061.59,Store,Card,Standard,Delivered,South,Coimbatore,Sales Rep B
S00196,O10196,2026-03-25,C0288,P0046,2,6759.63,0.05,12843.3,10112.32,2730.98,Partner,Net Banking,Same Day,Delivered,East,Kolkata,Sales Rep A
S00197,O10197,2025-03-11,C0072,P0396,6,8106.06,0.2,38909.09,30874.38,8034.71,Partner,Net Banking,Express,Returned,North,Jaipur,Sales Rep B
S00198,O10198,2026-04-25,C0095,P0165,2,3445.7,0.1,6202.26,5658.16,544.1,Store,Net Banking,Standard,Delivered,North,Jaipur,Sales Rep C
S00199,O10199,2025-01-24,C0310,P0383,2,21518.51,0,43037.02,27615.74,15421.28,Partner,Cash,Express,Returned,North,Jaipur,Sales Rep D
S00200,O10200,2026-06-26,C0409,P0025,1,5475.01,0.15,4653.76,4250.62,403.14,Store,UPI,Same Day,Returned,East,Kolkata,Sales Rep A
S00201,O10201,2025-12-01,C0492,P0259,5,18567.3,0.1,83552.85,61807.6,21745.25,Store,Net Banking,Same Day,Delivered,East,Bhubaneswar,Sales Rep A
S00202,O10202,2026-07-26,C0290,P0048,1,1437.19,0.15,1221.61,1163.57,58.04,Online,UPI,Same Day,Returned,West,Mumbai,Sales Rep B
S00203,O10203,2026-03-18,C0385,P0038,3,21372.32,0.1,57705.26,38936.49,18768.77,Store,Card,Same Day,Delivered,West,Mumbai,Sales Rep A
S00204,O10204,2026-08-13,C0094,P0332,3,26696.12,0.1,72079.52,54005.52,18074.0,Partner,Cash,Standard,Returned,North,Jaipur,Sales Rep C
S00205,O10205,2026-02-04,C0004,P0320,1,16179.77,0,16179.77,13001.94,3177.83,Online,Net Banking,Express,Delivered,South,Hyderabad,Sales Rep C
S00206,O10206,2025-12-01,C0439,P0115,5,22452.7,0.1,101037.15,92021.4,9015.75,Partner,Card,Same Day,Delivered,South,Chennai,Sales Rep B
S00207,O10207,2025-06-01,C0097,P0396,2,8106.06,0.05,15401.51,10291.46,5110.05,Online,UPI,Standard,Delivered,East,Kolkata,Sales Rep B
S00208,O10208,2025-03-12,C0277,P0179,3,2084.01,0.05,5939.43,3793.44,2145.99,Online,Card,Standard,Delivered,South,Hyderabad,Sales Rep B
S00209,O10209,2025-08-27,C0218,P0139,2,3514.83,0.05,6678.18,5743.3,934.88,Online,Card,Express,Delivered,West,Mumbai,Sales Rep D
S00210,O10210,2025-08-02,C0014,P0228,4,34970.96,0,139883.84,87128.28,52755.56,Store,Cash,Express,Delivered,East,Kolkata,Sales Rep B
S00211,O10211,2025-05-08,C0395,P0195,1,2911.98,0,2911.98,2183.22,728.76,Partner,UPI,Standard,Delivered,West,Mumbai,Sales Rep A
S00212,O10212,2026-01-02,C0482,P0251,6,1992.64,0.05,11358.05,10267.32,1090.73,Store,Card,Standard,Delivered,South,Hyderabad,Sales Rep C
S00213,O10213,2026-06-05,C0245,P0131,1,13748.98,0.1,12374.08,10901.48,1472.6,Online,UPI,Express,Returned,South,Coimbatore,Sales Rep D
S00214,O10214,2025-04-13,C0493,P0440,3,7788.68,0.05,22197.74,18579.99,3617.75,Store,UPI,Express,Delivered,North,Delhi,Sales Rep B
S00215,O10215,2026-02-04,C0360,P0044,4,20385.68,0,81542.72,65336.12,16206.6,Store,Net Banking,Standard,Delivered,South,Hyderabad,Sales Rep B
S00216,O10216,2025-01-10,C0091,P0290,2,35343.72,0.15,60084.32,48103.0,11981.32,Online,Card,Same Day,Returned,East,Kolkata,Sales Rep A
S00217,O10217,2025-08-03,C0032,P0306,6,31897.1,0.2,153106.08,118789.14,34316.94,Store,Net Banking,Same Day,Returned,South,Hyderabad,Sales Rep B
S00218,O10218,2025-06-28,C0215,P0089,5,22374.33,0,111871.65,74943.1,36928.55,Partner,Card,Express,Delivered,North,Jaipur,Sales Rep B
S00219,O10219,2025-07-28,C0016,P0255,3,36833.92,0.1,99451.58,73477.92,25973.66,Partner,Net Banking,Express,Delivered,South,Hyderabad,Sales Rep A
S00220,O10220,2025-12-06,C0402,P0014,1,19075.68,0.1,17168.11,15691.9,1476.21,Online,Card,Express,Delivered,West,Mumbai,Sales Rep D
S00221,O10221,2026-06-22,C0391,P0307,2,36267.29,0,72534.58,48904.6,23629.98,Online,UPI,Express,Delivered,West,Pune,Sales Rep A
S00222,O10222,2025-04-26,C0215,P0034,4,38506.75,0.1,138624.3,94478.08,44146.22,Store,Cash,Standard,Delivered,North,Jaipur,Sales Rep C
S00223,O10223,2025-09-21,C0244,P0241,2,25693.89,0.05,48818.39,42639.52,6178.87,Partner,Net Banking,Same Day,Delivered,North,Jaipur,Sales Rep D
S00224,O10224,2026-08-08,C0253,P0384,2,5247.45,0,10494.9,7552.98,2941.92,Online,Card,Standard,Delivered,South,Coimbatore,Sales Rep A
S00225,O10225,2026-02-18,C0381,P0049,3,879.64,0.15,2243.08,1666.29,576.79,Online,Card,Standard,Delivered,North,Delhi,Sales Rep B
S00226,O10226,2025-11-05,C0374,P0338,3,23660.52,0.2,56785.25,54620.07,2165.18,Store,Net Banking,Standard,Delivered,South,Hyderabad,Sales Rep D
S00227,O10227,2025-05-29,C0192,P0339,5,23487.53,0.2,93950.12,90953.6,2996.52,Online,Cash,Same Day,Delivered,West,Mumbai,Sales Rep B
S00228,O10228,2025-05-27,C0094,P0008,6,14873.14,0,89238.84,67742.28,21496.56,Online,Card,Express,Delivered,North,Jaipur,Sales Rep A
S00229,O10229,2026-05-11,C0293,P0247,3,19932.65,0,59797.95,36982.53,22815.42,Partner,Cash,Express,Delivered,South,Hyderabad,Sales Rep D
S00230,O10230,2026-07-13,C0319,P0135,4,35156.58,0,140626.32,94549.72,46076.6,Partner,Net Banking,Same Day,Delivered,East,Kolkata,Sales Rep C
S00231,O10231,2025-09-19,C0457,P0096,3,14683.49,0.1,39645.42,30954.24,8691.18,Partner,Cash,Same Day,Delivered,South,Coimbatore,Sales Rep C
S00232,O10232,2025-09-27,C0391,P0266,1,15128.48,0.05,14372.06,9484.69,4887.37,Store,UPI,Same Day,Delivered,West,Pune,Sales Rep A
S00233,O10233,2026-04-14,C0117,P0500,1,4747.42,0,4747.42,3138.88,1608.54,Partner,Net Banking,Standard,Delivered,South,Chennai,Sales Rep C
S00234,O10234,2026-07-21,C0232,P0224,1,7841.07,0.15,6664.91,5243.64,1421.27,Online,Cash,Same Day,Delivered,South,Chennai,Sales Rep B
S00235,O10235,2025-08-16,C0431,P0349,1,24559.92,0,24559.92,17401.93,7157.99,Partner,Net Banking,Same Day,Delivered,East,Kolkata,Sales Rep A
S00236,O10236,2026-01-07,C0410,P0273,5,24006.71,0,120033.55,86775.3,33258.25,Partner,Card,Express,Delivered,East,Kolkata,Sales Rep A
S00237,O10237,2025-08-20,C0349,P0085,6,13254.32,0,79525.92,68254.86,11271.06,Partner,Cash,Standard,Delivered,South,Chennai,Sales Rep A
S00238,O10238,2026-02-15,C0492,P0497,3,1549.38,0.1,4183.33,3508.47,674.86,Partner,Cash,Express,Returned,East,Bhubaneswar,Sales Rep C
S00239,O10239,2025-11-04,C0070,P0370,1,24594.03,0,24594.03,17552.53,7041.5,Store,Net Banking,Standard,Delivered,West,Pune,Sales Rep A
S00240,O10240,2025-05-24,C0387,P0211,2,17930.75,0.1,32275.35,25710.64,6564.71,Online,Card,Express,Delivered,South,Bengaluru,Sales Rep D
S00241,O10241,2025-07-18,C0201,P0303,2,20116.01,0.05,38220.42,34049.18,4171.24,Online,Card,Express,Delivered,West,Mumbai,Sales Rep D
S00242,O10242,2025-06-05,C0064,P0372,2,18819.89,0.1,33875.8,25571.6,8304.2,Online,Net Banking,Express,Delivered,West,Pune,Sales Rep A
S00243,O10243,2026-06-21,C0267,P0160,1,26669.44,0.2,21335.55,17295.19,4040.36,Partner,Cash,Standard,Returned,South,Coimbatore,Sales Rep C
S00244,O10244,2026-07-09,C0421,P0064,6,22628.3,0.15,115404.33,115484.34,-80.01,Store,Card,Standard,Delivered,South,Chennai,Sales Rep C
S00245,O10245,2026-01-26,C0487,P0021,3,562.52,0,1687.56,1340.82,346.74,Partner,Cash,Express,Delivered,West,Mumbai,Sales Rep D
S00246,O10246,2025-08-19,C0389,P0150,5,18858.44,0,94292.2,59536.8,34755.4,Online,Net Banking,Standard,Returned,East,Kolkata,Sales Rep D
S00247,O10247,2025-04-18,C0216,P0030,3,23399.49,0.2,56158.78,49453.71,6705.07,Partner,Net Banking,Express,Delivered,South,Hyderabad,Sales Rep D
S00248,O10248,2025-09-15,C0342,P0429,3,30866.13,0,92598.39,63264.99,29333.4,Online,UPI,Same Day,Returned,East,Bhubaneswar,Sales Rep B
S00249,O10249,2025-08-15,C0300,P0254,5,26484.13,0.1,119178.58,92502.2,26676.38,Partner,Net Banking,Standard,Returned,South,Bengaluru,Sales Rep D
S00250,O10250,2026-01-27,C0311,P0266,1,15128.48,0.15,12859.21,9484.69,3374.52,Online,UPI,Same Day,Delivered,West,Mumbai,Sales Rep A
S00251,O10251,2025-09-02,C0495,P0392,3,27084.59,0.15,69065.7,61360.98,7704.72,Partner,Cash,Express,Delivered,West,Mumbai,Sales Rep C
S00252,O10252,2026-03-27,C0332,P0404,4,567.39,0.15,1929.13,1414.2,514.93,Partner,UPI,Express,Returned,West,Pune,Sales Rep A
S00253,O10253,2025-07-05,C0111,P0291,1,2955.82,0.2,2364.66,1811.72,552.94,Store,UPI,Express,Returned,South,Chennai,Sales Rep A
S00254,O10254,2025-09-17,C0374,P0234,3,3093.2,0.2,7423.68,6540.84,882.84,Store,Net Banking,Standard,Delivered,South,Hyderabad,Sales Rep D
S00255,O10255,2025-11-29,C0402,P0025,4,5475.01,0.2,17520.03,17002.48,517.55,Partner,Net Banking,Standard,Delivered,West,Mumbai,Sales Rep C
S00256,O10256,2025-12-23,C0380,P0206,2,8859.94,0.1,15947.89,10745.82,5202.07,Online,Net Banking,Express,Delivered,North,Jaipur,Sales Rep C
S00257,O10257,2025-04-14,C0425,P0157,6,13054.92,0,78329.52,56253.06,22076.46,Partner,Cash,Express,Returned,East,Kolkata,Sales Rep B
S00258,O10258,2025-07-27,C0388,P0196,3,10406.78,0.2,24976.27,19810.92,5165.35,Store,Net Banking,Express,Returned,North,Jaipur,Sales Rep C
S00259,O10259,2025-06-22,C0387,P0082,3,12512.84,0,37538.52,23518.59,14019.93,Online,Card,Same Day,Delivered,South,Bengaluru,Sales Rep C
S00260,O10260,2026-07-06,C0388,P0287,2,24856.82,0.1,44742.28,42670.74,2071.54,Partner,UPI,Standard,Delivered,North,Jaipur,Sales Rep A
S00261,O10261,2026-02-19,C0365,P0307,3,36267.29,0,108801.87,73356.9,35444.97,Partner,Net Banking,Same Day,Delivered,South,Hyderabad,Sales Rep D
S00262,O10262,2026-01-30,C0069,P0472,1,27571.96,0.2,22057.57,18915.94,3141.63,Store,UPI,Express,Delivered,South,Coimbatore,Sales Rep D
S00263,O10263,2025-09-09,C0423,P0021,5,562.52,0,2812.6,2234.7,577.9,Partner,Net Banking,Standard,Returned,North,Jaipur,Sales Rep B
S00264,O10264,2025-08-13,C0427,P0356,2,3763.44,0,7526.88,6518.2,1008.68,Store,Card,Standard,Delivered,South,Coimbatore,Sales Rep C
S00265,O10265,2025-01-22,C0125,P0494,5,20410.0,0.1,91845.0,76174.1,15670.9,Store,Cash,Same Day,Delivered,South,Bengaluru,Sales Rep D
S00266,O10266,2026-06-16,C0096,P0435,5,21530.96,0.1,96889.32,75921.4,20967.92,Partner,Cash,Same Day,Delivered,North,Delhi,Sales Rep C
S00267,O10267,2025-09-27,C0412,P0411,4,1684.78,0.05,6402.16,4266.6,2135.56,Store,Card,Express,Delivered,East,Kolkata,Sales Rep A
S00268,O10268,2025-05-18,C0491,P0355,3,27753.18,0.2,66607.63,52606.05,14001.58,Online,Card,Standard,Returned,North,Jaipur,Sales Rep C
S00269,O10269,2025-08-22,C0054,P0414,6,29465.36,0.05,167952.55,109895.46,58057.09,Partner,Card,Express,Delivered,South,Hyderabad,Sales Rep A
S00270,O10270,2026-03-25,C0236,P0317,4,12006.36,0.15,40821.62,41067.96,-246.34,Store,UPI,Standard,Delivered,East,Kolkata,Sales Rep D
S00271,O10271,2025-02-28,C0287,P0333,3,25260.16,0.1,68202.43,49127.04,19075.39,Partner,Card,Standard,Delivered,East,Bhubaneswar,Sales Rep A
S00272,O10272,2025-10-10,C0489,P0369,5,23432.63,0.05,111304.99,77354.6,33950.39,Partner,UPI,Same Day,Returned,South,Coimbatore,Sales Rep D
S00273,O10273,2025-05-17,C0361,P0392,4,27084.59,0,108338.36,81814.64,26523.72,Partner,Cash,Express,Delivered,North,Delhi,Sales Rep C
S00274,O10274,2026-06-05,C0120,P0292,4,6891.16,0,27564.64,17447.6,10117.04,Partner,Net Banking,Standard,Delivered,West,Pune,Sales Rep C
S00275,O10275,2025-03-14,C0301,P0062,5,14025.59,0,70127.95,56580.4,13547.55,Partner,Cash,Same Day,Delivered,South,Hyderabad,Sales Rep B
S00276,O10276,2025-07-03,C0128,P0308,2,23019.82,0,46039.64,37985.62,8054.02,Partner,Cash,Same Day,Delivered,West,Mumbai,Sales Rep C
S00277,O10277,2026-02-18,C0046,P0049,5,879.64,0.2,3518.56,2777.15,741.41,Partner,Cash,Express,Returned,South,Hyderabad,Sales Rep D
S00278,O10278,2025-12-18,C0071,P0434,2,412.33,0,824.66,665.4,159.26,Store,Net Banking,Standard,Returned,East,Kolkata,Sales Rep C
S00279,O10279,2025-07-08,C0256,P0047,3,13118.34,0.1,35419.52,33886.59,1532.93,Online,Card,Express,Delivered,East,Kolkata,Sales Rep C
S00280,O10280,2025-04-07,C0232,P0385,5,12437.12,0.05,59076.32,39045.95,20030.37,Online,UPI,Same Day,Delivered,South,Chennai,Sales Rep C
S00281,O10281,2025-01-02,C0049,P0087,5,22483.27,0,112416.35,68674.45,43741.9,Online,Net Banking,Express,Delivered,West,Mumbai,Sales Rep A
S00282,O10282,2026-08-05,C0410,P0464,5,13347.85,0.05,63402.29,49121.85,14280.44,Online,Card,Standard,Returned,East,Kolkata,Sales Rep B
S00283,O10283,2025-12-20,C0275,P0112,1,32516.59,0.2,26013.27,22623.07,3390.2,Online,Net Banking,Same Day,Delivered,North,Delhi,Sales Rep D
S00284,O10284,2025-07-01,C0362,P0434,5,412.33,0,2061.65,1663.5,398.15,Store,UPI,Same Day,Delivered,East,Bhubaneswar,Sales Rep A
S00285,O10285,2025-11-16,C0414,P0479,3,8643.34,0,25930.02,21428.64,4501.38,Store,Card,Same Day,Delivered,South,Coimbatore,Sales Rep A
S00286,O10286,2025-06-08,C0255,P0099,5,8508.84,0.05,40416.99,36435.35,3981.64,Store,Cash,Express,Delivered,East,Kolkata,Sales Rep A
S00287,O10287,2026-01-10,C0174,P0127,2,8122.85,0,16245.7,11977.98,4267.72,Store,Card,Express,Delivered,South,Hyderabad,Sales Rep C
S00288,O10288,2026-05-07,C0031,P0470,6,13065.63,0.2,62715.02,62727.0,-11.98,Partner,UPI,Same Day,Delivered,South,Chennai,Sales Rep C
S00289,O10289,2026-07-31,C0467,P0270,5,34045.32,0.2,136181.28,110698.65,25482.63,Partner,Cash,Same Day,Delivered,South,Bengaluru,Sales Rep C
S00290,O10290,2026-04-04,C0165,P0070,2,38371.54,0.05,72905.93,46705.16,26200.77,Partner,Cash,Express,Returned,North,Delhi,Sales Rep D
S00291,O10291,2025-01-25,C0043,P0252,4,8415.12,0,33660.48,20600.6,13059.88,Store,Cash,Same Day,Returned,West,Pune,Sales Rep C
S00292,O10292,2025-10-22,C0255,P0403,6,5939.95,0.2,28511.76,29596.14,-1084.38,Online,UPI,Standard,Delivered,East,Kolkata,Sales Rep C
S00293,O10293,2026-08-08,C0457,P0301,5,13704.5,0,68522.5,55306.0,13216.5,Partner,Net Banking,Same Day,Delivered,South,Coimbatore,Sales Rep A
S00294,O10294,2025-11-07,C0025,P0495,4,4403.18,0,17612.72,12081.48,5531.24,Store,UPI,Same Day,Returned,South,Bengaluru,Sales Rep B
S00295,O10295,2025-02-15,C0261,P0190,2,18074.38,0,36148.76,27707.96,8440.8,Store,Card,Standard,Delivered,South,Chennai,Sales Rep A
S00296,O10296,2026-05-23,C0366,P0105,2,10816.93,0.15,18388.78,16854.78,1534.0,Partner,UPI,Standard,Returned,East,Bhubaneswar,Sales Rep B
S00297,O10297,2025-04-30,C0461,P0353,3,19879.63,0,59638.89,39972.72,19666.17,Online,Net Banking,Standard,Returned,South,Hyderabad,Sales Rep B
S00298,O10298,2026-02-16,C0191,P0470,1,13065.63,0,13065.63,10454.5,2611.13,Online,Card,Same Day,Delivered,West,Mumbai,Sales Rep D
S00299,O10299,2025-11-14,C0349,P0293,2,28409.28,0.2,45454.85,43543.18,1911.67,Partner,Net Banking,Express,Delivered,South,Chennai,Sales Rep D
S00300,O10300,2026-01-22,C0422,P0212,3,1436.74,0,4310.22,3263.16,1047.06,Store,Net Banking,Same Day,Delivered,West,Mumbai,Sales Rep D
S00301,O10301,2026-04-05,C0022,P0357,2,21966.95,0.2,35147.12,35386.26,-239.14,Partner,Card,Standard,Delivered,West,Pune,Sales Rep A
S00302,O10302,2026-05-16,C0082,P0462,1,25996.84,0,25996.84,17169.74,8827.1,Partner,Net Banking,Standard,Delivered,South,Bengaluru,Sales Rep D
S00303,O10303,2025-10-21,C0146,P0275,3,7039.26,0.15,17950.11,13259.19,4690.92,Store,UPI,Standard,Returned,South,Hyderabad,Sales Rep B
S00304,O10304,2026-07-23,C0487,P0045,4,11434.42,0,45737.68,36729.88,9007.8,Online,UPI,Express,Returned,West,Mumbai,Sales Rep A
S00305,O10305,2025-02-08,C0058,P0118,4,5137.54,0,20550.16,17489.8,3060.36,Online,UPI,Standard,Returned,North,Jaipur,Sales Rep C
S00306,O10306,2025-05-27,C0225,P0379,4,6031.47,0.15,20507.0,20946.24,-439.24,Online,Card,Standard,Delivered,West,Mumbai,Sales Rep A
S00307,O10307,2025-06-06,C0292,P0008,3,14873.14,0.05,42388.45,33871.14,8517.31,Online,Net Banking,Express,Delivered,South,Bengaluru,Sales Rep A
S00308,O10308,2025-06-06,C0201,P0195,3,2911.98,0.15,7425.55,6549.66,875.89,Online,Card,Standard,Delivered,West,Mumbai,Sales Rep C
S00309,O10309,2026-03-26,C0337,P0370,1,24594.03,0.1,22134.63,17552.53,4582.1,Online,Card,Same Day,Delivered,North,Jaipur,Sales Rep B
S00310,O10310,2025-11-22,C0074,P0281,1,12959.41,0,12959.41,9945.83,3013.58,Partner,UPI,Express,Delivered,West,Pune,Sales Rep B
S00311,O10311,2025-11-26,C0371,P0478,3,10842.93,0,32528.79,21923.1,10605.69,Online,UPI,Same Day,Delivered,East,Kolkata,Sales Rep A
S00312,O10312,2026-07-31,C0196,P0002,1,21706.3,0.1,19535.67,15547.03,3988.64,Partner,UPI,Standard,Delivered,South,Hyderabad,Sales Rep A
S00313,O10313,2026-05-03,C0011,P0333,5,25260.16,0.2,101040.64,81878.4,19162.24,Store,Net Banking,Same Day,Returned,West,Pune,Sales Rep D
S00314,O10314,2025-09-01,C0467,P0384,6,5247.45,0.1,28336.23,22658.94,5677.29,Partner,Net Banking,Express,Returned,South,Bengaluru,Sales Rep D
S00315,O10315,2025-06-06,C0471,P0461,4,17236.54,0.15,58604.24,45436.8,13167.44,Store,Card,Standard,Delivered,West,Mumbai,Sales Rep B
S00316,O10316,2026-02-02,C0494,P0496,3,8746.22,0,26238.66,17219.94,9018.72,Store,UPI,Express,Delivered,East,Kolkata,Sales Rep B
S00317,O10317,2026-02-25,C0022,P0236,6,30684.94,0.15,156493.19,113600.82,42892.37,Online,Cash,Standard,Delivered,West,Pune,Sales Rep B
S00318,O10318,2026-03-08,C0483,P0208,4,20218.8,0.1,72787.68,62954.6,9833.08,Partner,Cash,Express,Returned,North,Jaipur,Sales Rep D
S00319,O10319,2025-11-30,C0187,P0173,6,5174.15,0.1,27940.41,20588.7,7351.71,Online,Card,Standard,Delivered,South,Hyderabad,Sales Rep B
S00320,O10320,2026-01-08,C0292,P0100,4,2996.59,0.15,10188.41,8544.6,1643.81,Store,Net Banking,Same Day,Delivered,South,Bengaluru,Sales Rep B
S00321,O10321,2026-04-27,C0202,P0073,1,9400.0,0.15,7990.0,8152.18,-162.18,Partner,Cash,Express,Returned,West,Pune,Sales Rep A
S00322,O10322,2025-12-12,C0103,P0112,5,32516.59,0,162582.95,113115.35,49467.6,Partner,Cash,Same Day,Returned,North,Delhi,Sales Rep B
S00323,O10323,2025-01-25,C0483,P0227,6,25199.07,0,151194.42,100581.54,50612.88,Store,Card,Express,Delivered,North,Jaipur,Sales Rep D
S00324,O10324,2025-07-22,C0295,P0401,2,9738.21,0.1,17528.78,15412.74,2116.04,Store,Cash,Standard,Delivered,South,Bengaluru,Sales Rep D
S00325,O10325,2026-06-28,C0162,P0313,6,5705.57,0.2,27386.74,26860.62,526.12,Online,UPI,Standard,Delivered,North,Delhi,Sales Rep A
S00326,O10326,2025-02-24,C0005,P0472,3,27571.96,0,82715.88,56747.82,25968.06,Store,Net Banking,Standard,Delivered,South,Chennai,Sales Rep B
S00327,O10327,2025-03-09,C0158,P0431,3,17081.97,0.15,43559.02,40267.8,3291.22,Store,Cash,Express,Delivered,South,Bengaluru,Sales Rep B
S00328,O10328,2025-04-14,C0149,P0156,5,26781.37,0,133906.85,94177.5,39729.35,Online,Card,Express,Delivered,South,Bengaluru,Sales Rep D
S00329,O10329,2026-07-20,C0082,P0288,6,28544.52,0.1,154140.41,114540.06,39600.35,Partner,Net Banking,Same Day,Delivered,South,Bengaluru,Sales Rep A
S00330,O10330,2025-05-31,C0340,P0485,4,3798.32,0,15193.28,11051.64,4141.64,Online,Card,Express,Returned,South,Chennai,Sales Rep D
S00331,O10331,2025-01-21,C0245,P0088,5,27867.73,0.2,111470.92,92525.15,18945.77,Store,Cash,Same Day,Delivered,South,Coimbatore,Sales Rep D
S00332,O10332,2026-05-19,C0458,P0011,6,10335.12,0.15,52709.11,47859.66,4849.45,Store,Net Banking,Standard,Delivered,South,Hyderabad,Sales Rep A
S00333,O10333,2025-11-04,C0091,P0070,6,38371.54,0.1,207206.32,140115.48,67090.84,Online,UPI,Same Day,Delivered,East,Kolkata,Sales Rep C
S00334,O10334,2025-03-27,C0150,P0365,3,14625.4,0.15,37294.77,27489.69,9805.08,Store,UPI,Same Day,Returned,West,Pune,Sales Rep B
