return_id,order_id,product_id,return_date,return_reason,return_status,refund_amount
RET0000368,O00014792,P00009,2026-03-26,Late Delivery,Rejected,441.66
RET0000369,O00010280,P00927,2026-04-09,Not as Described,Approved,63664.91
RET0000370,O00005776,P01098,2025-02-19,Damaged,Approved,96612.88
RET0000371,O00009863,P00074,2024-06-27,Late Delivery,Rejected,54254.65
RET0000372,O00020634,P01058,2024-03-19,Changed Mind,Refunded,3052.44
RET0000373,O00016691,P00773,2025-06-10,Size Issue,Requested,2582.83
RET0000374,O00017603,P00228,2026-03-07,Wrong Item,Rejected,310325.69
RET0000375,O00000448,P00009,2025-08-10,Not as Described,Approved,13367.34
RET0000376,O00021833,P00214,2025-12-15,Size Issue,Refunded,782.48
RET0000377,O00014334,P00422,2024-02-16,Quality Issue,Approved,7688.62
RET0000378,O00020172,P00194,2025-08-10,Damaged,Requested,9080.82
RET0000379,O00013258,P01028,2025-11-18,Late Delivery,Approved,5980.13
RET0000380,O00001178,P00442,2026-01-15,Quality Issue,Refunded,264108.76
RET0000381,O00010513,P00946,2026-02-20,Quality Issue,Refunded,3774.52
RET0000382,O00012212,P00885,2025-12-22,Late Delivery,Approved,95805.91
RET0000383,O00010126,P00673,2026-05-30,Damaged,Requested,14754.49
RET0000384,O00016467,P00457,2024-04-02,Not as Described,Requested,5882.01
RET0000385,O00021681,P00336,2025-10-13,Wrong Item,Refunded,19402.03
RET0000386,O00016135,P00272,2025-07-12,Late Delivery,UNKNOWN,41715.56
RET0000387,O00003071,P01155,2024-07-11,Quality Issue,Refunded,8359.20
RET0000388,O00002113,P00420,2024-09-27,,Approved,157546.99
RET0000389,O00002553,P00282,2024-06-06,Not as Described,Rejected,13179.75
RET0000390,O00018182,P00724,2025-01-19,Quality Issue,Approved,315851.76
RET0000391,O00009239,P00280,2024-12-15,Changed Mind,Requested,1462.22
RET0000392,O00021938,P00715,2026-06-08,Changed Mind,Refunded,6499.60
RET0000393,O00003500,P01070,2024-04-27,Not as Described,Rejected,15833.09
RET0000394,O00020849,P00947,2026-03-17,Changed Mind,Rejected,54700.73
RET0000395,O00017574,P01100,2024-11-13,Size Issue,Approved,239099.35
RET0000396,O00005929,P00097,2024-10-19,Changed Mind,Requested,139221.96
RET0000397,O00019588,P00522,2025-04-04,Not as Described,Requested,23202.70
RET0000398,O00010352,P01162,2024-06-20,Changed Mind,Refunded,83248.66
RET0000399,O00013234,P00856,2026-04-06,Changed Mind,Approved,51945.43
RET0000400,O00016222,P00100,2025-08-01,Not as Described,Rejected,69408.37
RET0000401,O00018146,P00400,2024-11-17,Damaged,Refunded,7225.78
RET0000402,O00009644,P01094,2025-12-22,Quality Issue,Rejected,6129.57
RET0000403,O00005942,P01152,2024-03-11,Size Issue,Refunded,29141.01
RET0000404,O00001396,P00951,2024-07-16,Not as Described,Rejected,9285.46
RET0000405,O00014187,P00420,2026-02-16,Damaged,Refunded,18153.46
RET0000406,O00016155,P00149,2025-11-04,Wrong Item,Approved,127139.69
RET0000407,O00010522,P00344,2026-07-01,Changed Mind,Requested,38762.90
RET0000408,O00008993,P00300,2025-04-27,Quality Issue,Rejected,2327.79
RET0000409,O00011145,P01113,2025-07-03,Wrong Item,Refunded,11554.58
RET0000410,O00001172,P01052,2024-09-23,Wrong Item,Rejected,157795.16
RET0000411,O00023445,P00314,2024-09-27,Damaged,Rejected,306089.61
RET0000412,O00023164,P00708,2026-02-02,Wrong Item,Rejected,4900.63
RET0000413,O00016326,P00740,2024-11-03,Late Delivery,Rejected,10588.69
RET0000414,O00020985,P00477,2025-06-29,Changed Mind,Refunded,99913.25
RET0000415,O00012284,P00329,2025-03-23,Damaged,Rejected,227904.53
RET0000416,O00016194,P00288,2026-06-16,Wrong Item,Rejected,128974.79
RET0000417,O00017397,P00153,2025-08-18,Late Delivery,Requested,140956.29
RET0000418,O00011785,P00991,2026-01-17,Changed Mind,Requested,16275.17
RET0000419,O00018869,P00318,2025-05-12,Late Delivery,Rejected,196021.26
RET0000420,O00006875,P00535,2024-10-23,Damaged,Approved,58634.74
RET0000421,O00019498,P00775,2025-12-12,Quality Issue,Rejected,72540.61
RET0000422,O00020157,P00102,2024-06-16,Wrong Item,Refunded,-10
RET0000423,O00002824,P01022,2025-05-17,Damaged,Approved,71231.03
RET0000424,O00022213,P00922,2025-07-18,Size Issue,Requested,206898.58
RET0000425,O00020194,P00443,2026-03-06,Damaged,Requested,33367.60
RET0000426,O00014279,P00120,2025-05-11,Damaged,Approved,862.83
RET0000427,O00018354,P00709,2024-07-26,Wrong Item,Requested,19454.28
RET0000428,O00016179,P00976,2024-07-12,Quality Issue,Rejected,35196.91
RET0000429,O00001656,P00728,2025-08-26,Size Issue,Requested,125348.77
RET0000430,O00006114,P00253,2025-10-14,Quality Issue,Rejected,286595.33
RET0000431,O00001723,P01039,2026-06-13,Size Issue,Rejected,7151.43
RET0000432,O00016059,P00268,2026-05-27,Quality Issue,Refunded,67548.84
RET0000433,O00001561,P00861,2025-10-29,Not as Described,Rejected,10209.23
RET0000434,O00014461,P00972,2026-05-07,Late Delivery,Approved,76817.82
RET0000435,O00000455,P00273,2024-09-01,Changed Mind,Approved,43871.46
RET0000436,O00013758,P00924,2025-12-27,Damaged,Refunded,24942.93
RET0000437,O00007668,P00483,2025-06-05,Not as Described,Requested,3281.82
RET0000438,O00001868,P00730,2025-08-02,Size Issue,Refunded,1495.38
RET0000439,O00021682,P00313,2024-06-28,Size Issue,Rejected,19509.27
RET0000440,O00018237,P00134,2024-02-11,Wrong Item,Refunded,1808.39
RET0000441,O00003151,P01125,2025-11-09,Not as Described,Requested,1525.86
RET0000442,O00015913,P00470,2024-02-29,Size Issue,Approved,445.49
RET0000443,O00014656,P00313,2024-07-16,Wrong Item,Approved,4741.99
RET0000444,O00010571,P00162,2026-06-24,Late Delivery,Approved,27893.28
RET0000445,O00010150,P01054,2026-04-13,Wrong Item,Requested,11407.53
RET0000446,O00009314,P00924,2024-11-17,Quality Issue,Refunded,19387.97
RET0000447,O00012289,P00407,2024-12-27,Not as Described,Requested,320884.04
RET0000448,O00016880,P00044,2024-05-12,Not as Described,Refunded,5217.68
RET0000449,O00019611,P00165,2026-04-12,Changed Mind,Refunded,138249.92
RET0000450,O00012968,P00575,2026-02-10,Quality Issue,Refunded,58951.93
RET0000451,O00024367,P01086,2024-06-16,Quality Issue,Refunded,105887.42
RET0000452,O00017512,P00551,2026-07-02,Not as Described,Refunded,8418.53
RET0000453,O00012917,P00654,2025-05-26,Quality Issue,Requested,207013.98
RET0000454,O00010348,P00968,2025-03-09,Size Issue,Approved,31314.12
RET0000455,O00011723,P00533,2025-03-11,Quality Issue,Refunded,39661.27
RET0000456,O00004286,P00398,2026-03-06,Quality Issue,Requested,188549.00
RET0000457,O00011468,P00161,2024-04-05,Wrong Item,Requested,23664.80
BADRET458,O00006854,P00615,2025-01-17,Changed Mind,Requested,94291.80
RET0000459,O00008866,P00011,2025-03-06,Changed Mind,Refunded,142237.05
RET0000460,O00007118,P00217,2025-01-21,Late Delivery,Refunded,150529.37
RET0000461,O00020673,P00254,2025-09-25,Damaged,Refunded,589.56
RET0000462,O00017649,P00789,2026-03-19,Damaged,Rejected,6195.45
RET0000463,O00005343,P00085,2025-04-25,Changed Mind,Rejected,6685.52
RET0000464,O00015614,P00255,2024-10-14,Late Delivery,Requested,72158.93
RET0000465,O00019939,P01101,2025-11-11,Damaged,Approved,141348.61
RET0000466,O00022254,P01116,2025-12-24,Changed Mind,Rejected,263128.59
RET0000467,O00020657,P00423,2024-11-07,Changed Mind,Approved,7191.49
RET0000468,O00002286,P00897,2025-03-10,Not as Described,Refunded,227455.65
RET0000469,O00018093,P00795,2025-03-09,Wrong Item,Refunded,8483.28
RET0000470,O00015618,P00821,2025-10-24,Quality Issue,Approved,10766.10
RET0000471,O00019776,P00252,2024-08-31,Not as Described,Refunded,201.67
RET0000472,O00014551,P00373,2024-05-24,Damaged,Rejected,504.12
RET0000473,O00001457,P00452,2026-02-09,Changed Mind,Requested,349541.65
RET0000474,O00006557,P00339,2026-05-03,Changed Mind,Rejected,10855.35
RET0000475,O00019728,P00564,2026-07-21,Quality Issue,Requested,1523.71
RET0000476,O00023244,P00283,2024-02-03,Wrong Item,Rejected,3553.35
RET0000477,O00003554,P01014,2024-09-01,Damaged,Approved,5740.43
RET0000478,O00019827,P00220,2024-10-13,Wrong Item,Requested,99307.49
RET0000479,O00018827,P00247,2024-10-03,Late Delivery,Refunded,35108.06
RET0000480,O00020017,P00424,2025-10-11,Damaged,Rejected,20788.03
RET0000481,O00011350,P00211,2024-12-27,Not as Described,Rejected,270182.84
RET0000482,O00007967,P00639,2025-11-27,Damaged,Requested,104230.44
RET0000483,O00016870,P00750,2025-03-11,Quality Issue,Approved,74189.39
RET0000484,O00016490,P00934,2025-11-03,Size Issue,Approved,764.93
RET0000485,O00000168,P00556,2024-06-27,,Refunded,4459.43
RET0000486,O00013414,P00604,2024-11-05,Damaged,Rejected,3630.95
RET0000487,O00019773,P00840,2025-09-08,Damaged,Approved,149451.29
RET0000488,O00023801,P00444,2024-05-05,Late Delivery,Approved,18996.97
RET0000489,O00001279,P00472,2024-02-06,Size Issue,Approved,48483.95
RET0000490,O00017779,P00681,2025-10-12,Changed Mind,Approved,118272.36
RET0000491,O00002481,P00530,2024-05-23,Not as Described,Approved,41533.58
RET0000492,O00010037,P00372,2025-10-19,Not as Described,Approved,129883.76
RET0000493,O00015439,P00509,2025-02-06,Size Issue,Approved,201530.42
RET0000494,O00002692,P00950,2024-12-03,Not as Described,Requested,12017.08
RET0000495,O00001713,P00291,2026-04-28,Not as Described,Requested,4375.08
RET0000496,O00016636,P00524,2024-03-08,Changed Mind,Refunded,59109.85
RET0000497,O00019078,P00194,2026-01-17,Late Delivery,Refunded,218806.86
RET0000498,O00013544,P00038,2025-01-12,Changed Mind,Refunded,26479.11
RET0000499,O00013806,P00373,2025-07-19,Quality Issue,Rejected,5414.39
RET0000500,O00017793,P01084,2025-01-17,Wrong Item,Rejected,11276.00
RET0000501,O00011627,P00689,2024-05-21,Late Delivery,Approved,12864.74
RET0000502,O00005748,P01096,2024-08-18,Not as Described,Refunded,172616.64
RET0000503,O00018277,P00743,2025-09-12,Wrong Item,Rejected,153194.39
RET0000504,O00015214,P00073,2025-10-08,Size Issue,Requested,220737.37
RET0000505,O00016810,P00301,2025-06-28,Not as Described,Requested,108699.53
RET0000506,O00011689,P00234,2025-02-26,Damaged,Refunded,17959.23
RET0000507,O00014818,P00934,2025-05-12,Quality Issue,Requested,1700.61
RET0000508,O00022183,P00396,2025-07-26,Changed Mind,Approved,298326.30
RET0000509,O00017746,P00930,2024-06-24,Late Delivery,Approved,99794.25
RET0000510,O00009528,P00392,2025-06-03,Changed Mind,Rejected,277430.31
RET0000511,O00005496,P00354,2024-08-19,Wrong Item,Refunded,35242.85
RET0000512,O00021259,P01127,2026-02-26,Late Delivery,Requested,2233.74
RET0000513,O00000122,P00786,2026-01-17,Wrong Item,Approved,1928.26
RET0000514,O00018707,P00026,2025-03-15,Size Issue,Approved,2340.13
RET0000515,O00020544,P01062,2024-12-06,Size Issue,Rejected,404460.05
RET0000516,O00019624,P00518,2024-04-12,Size Issue,Rejected,159271.17
RET0000517,O00003605,P00187,2024-05-15,Quality Issue,Requested,197158.59
RET0000518,O00010416,P00989,2026-03-13,Not as Described,Requested,231231.42
RET0000519,O99999999,P00637,2025-12-25,Quality Issue,Refunded,109786.01
RET0000520,O00008734,P01047,2026-03-15,Size Issue,Approved,4778.73
RET0000521,O00018911,P01145,2025-01-22,Damaged,Rejected,155089.68
RET0000522,O00024482,P00009,2024-06-22,Damaged,Rejected,69842.12
RET0000523,O00010018,P00490,2024-06-12,Size Issue,Refunded,222420.35
RET0000524,O00010151,P00874,2026-04-18,Wrong Item,Approved,13228.19
RET0000525,O00017034,P00162,2025-03-13,Quality Issue,Refunded,32352.76
RET0000526,O00019512,P00695,2025-10-20,Late Delivery,Refunded,178288.35
RET0000527,O00021539,P00263,2024-05-09,Size Issue,Requested,86782.06
RET0000528,O00005398,P01054,2024-02-16,Wrong Item,Rejected,80555.58
RET0000529,O00017511,P00746,2025-03-24,Changed Mind,Requested,50188.98
RET0000530,O00009468,P01014,2026-01-16,Size Issue,Rejected,23089.04
RET0000531,O00012279,P00880,2024-04-16,Wrong Item,Rejected,200034.20
RET0000532,O00023470,P00116,2025-03-01,Not as Described,Refunded,44680.28
RET0000533,O00016934,P00807,2024-02-16,Wrong Item,Requested,19608.69
RET0000534,O00015857,P00190,2024-04-11,Not as Described,Rejected,90394.13
RET0000535,O00009020,P00702,2025-10-02,Quality Issue,Refunded,46816.10
RET0000536,O00013112,P01002,2025-01-30,Size Issue,Refunded,3139.65
RET0000537,O00018308,P00077,2025-01-14,Late Delivery,Refunded,56302.15
RET0000538,O00011805,P00264,2025-01-13,Damaged,Rejected,32658.26
RET0000539,O00024528,P00427,2024-03-13,Quality Issue,Refunded,31036.02
RET0000540,O00016132,P01106,2025-05-27,Late Delivery,Requested,10472.15
RET0000541,O00022697,P00347,2024-08-08,Size Issue,Refunded,2336.36
RET0000542,O00022426,P00077,2026-07-04,Quality Issue,Refunded,21186.56
RET0000543,O00004178,P99999,2026-04-04,Late Delivery,Requested,44927.67
RET0000544,O00011341,P00142,2026-06-30,Size Issue,Rejected,157337.76
RET0000545,O00018109,P00180,2026-01-24,Quality Issue,Refunded,185254.86
RET0000546,O00021053,P00962,2026-03-27,Size Issue,Requested,164354.77
RET0000547,O00020135,P00204,2024-05-31,Not as Described,Rejected,264226.63
RET0000548,O00003919,P00290,2026-01-23,Size Issue,Refunded,154754.78
RET0000549,O00013633,P00082,2026-01-04,Wrong Item,Approved,39250.08
RET0000550,O00008698,P00703,2026-03-04,Quality Issue,Requested,34309.26
RET0000551,O00015364,P00301,2025-01-26,Damaged,Approved,34823.22
RET0000552,O00018977,P00413,2025-02-16,Size Issue,Refunded,2268.21
RET0000553,O00022674,P00847,2025-10-20,Damaged,Approved,211975.70
RET0000554,O00007769,P01039,2025-01-21,Damaged,Requested,85384.37
RET0000555,O00019855,P00677,2025-05-31,Damaged,Refunded,124462.72
RET0000556,O00024625,P01093,2024-05-14,Quality Issue,Refunded,66179.89
RET0000557,O00023691,P00644,2025-03-10,Not as Described,Requested,55225.56
RET0000558,O00012916,P00869,2025-01-23,Late Delivery,Approved,11754.39
RET0000559,O00008310,P00689,2025-01-07,Not as Described,Approved,2750.91
RET0000560,O00000319,P00505,2025-08-29,Changed Mind,Rejected,468.42
RET0000561,O00001345,P00389,2025-02-12,Quality Issue,Approved,80560.03
RET0000562,O00010721,P00328,2024-06-02,Quality Issue,Refunded,98131.03
RET0000563,O00005566,P00930,2025-08-24,Changed Mind,Rejected,16700.86
RET0000564,O00019832,P00148,2026-03-21,Late Delivery,Approved,4271.34
RET0000565,O00000039,P00379,2025-07-25,Wrong Item,Requested,154221.86
RET0000566,O00021392,P00635,2024-11-20,Damaged,Requested,72432.48
RET0000567,O00009772,P00449,2024-03-06,Size Issue,Approved,177424.05
RET0000568,O00010951,P01137,2025-10-18,Wrong Item,Refunded,12689.11
RET0000569,O00007088,P01141,2024-03-13,Not as Described,Refunded,112359.67
RET0000570,O00017413,P00554,2025-09-16,Late Delivery,Requested,72878.77
RET0000571,O00013177,P00797,2024-08-17,Wrong Item,Refunded,73512.46
RET0000572,O00002543,P00519,2025-11-24,Late Delivery,Approved,307725.28
RET0000573,O00011078,P00123,2024-11-18,Not as Described,Approved,13257.87
RET0000574,O00005080,P00075,2025-01-13,Quality Issue,Approved,96621.94
RET0000575,O00020839,P00303,2026-03-21,Changed Mind,Requested,7236.78
RET0000576,O00023891,P00496,2024-07-17,Size Issue,Refunded,5175.98
RET0000577,O00009094,P00624,2026-01-13,Damaged,Approved,2013.30
RET0000578,O00015640,P01097,2025-10-06,Wrong Item,Requested,2050.82
RET0000579,O00024164,P00445,2026-01-28,Quality Issue,UNKNOWN,88533.94
RET0000580,O00002888,P00449,2025-09-14,Late Delivery,Rejected,76026.43
RET0000581,O00007894,P00034,2025-03-21,Wrong Item,Requested,121711.62
RET0000582,O00015458,P00939,2025-01-10,,Approved,128881.40
RET0000583,O00006869,P01033,2025-04-26,Damaged,Approved,1666.06
RET0000584,O00004555,P00027,2025-11-06,Not as Described,Refunded,78027.86
RET0000585,O00018122,P00413,2025-09-17,Changed Mind,Refunded,5391.84
RET0000586,O00015447,P00607,2024-12-09,Not as Described,Requested,9361.35
RET0000587,O00011571,P00930,2026-04-03,Wrong Item,Rejected,35215.80
RET0000588,O00021572,P00790,2024-09-15,Late Delivery,Rejected,91646.62
RET0000589,O00002120,P00851,2025-04-19,Late Delivery,Rejected,21839.52
RET0000590,O00011604,P01079,2024-09-04,Changed Mind,Requested,65082.48
RET0000591,O00019992,P00936,2024-09-21,Wrong Item,Rejected,143693.33
RET0000592,O00016920,P01030,2024-01-09,Size Issue,Refunded,144285.70
RET0000593,O00014301,P00884,2024-06-18,Quality Issue,Rejected,90521.02
RET0000594,O00015443,P00794,2026-06-20,Not as Described,Requested,271718.48
RET0000595,O00003975,P00443,2024-06-13,Wrong Item,Approved,194223.26
RET0000596,O00020566,P00026,2024-09-17,Quality Issue,Rejected,3048.80
RET0000597,O00007484,P00855,2025-04-15,Size Issue,Refunded,26996.56
RET0000598,O00010025,P00405,2025-03-29,Not as Described,Rejected,18330.66
RET0000599,O00018228,P00359,2026-05-10,Not as Described,Refunded,246139.31
RET0000600,O00001592,P00631,2026-04-14,Damaged,Approved,114632.59
RET0000601,O00005648,P00782,2024-04-28,Size Issue,Refunded,28116.77
RET0000602,O00008295,P00835,2024-12-01,Size Issue,Approved,646.57
RET0000603,O00020586,P00174,2024-05-29,Changed Mind,Refunded,551673.53
RET0000604,O00008438,P00739,2025-04-19,Changed Mind,Requested,23215.18
RET0000605,O00004388,P00864,2024-02-23,Not as Described,Requested,318674.94
RET0000606,O00017738,P00815,2024-08-30,Size Issue,Refunded,57568.52
RET0000607,O00010424,P00064,2026-04-26,Quality Issue,Rejected,51049.34
RET0000608,O00012444,P01040,2024-06-03,Damaged,Requested,223856.64
RET0000609,O00001563,P00963,2026-04-11,Quality Issue,Requested,191400.45
RET0000610,O00019086,P00569,2025-02-15,Quality Issue,Refunded,79983.58
RET0000611,O00020365,P01070,2024-11-03,Wrong Item,Approved,17209.61
RET0000612,O00000846,P00912,2024-02-24,Not as Described,Approved,184804.89
RET0000613,O00008761,P00624,2024-10-01,Damaged,Approved,1389.68
RET0000614,O00007982,P00713,2025-06-12,Changed Mind,Requested,23585.16
RET0000615,O00016776,P00717,2025-04-20,Wrong Item,Approved,119418.42
RET0000616,O00021935,P00856,2026-06-14,Late Delivery,Rejected,18447.50
RET0000617,O00019534,P00585,2026-07-31,Damaged,Requested,33757.95
RET0000618,O00007210,P00762,2026-01-07,Not as Described,Approved,23005.95
RET0000619,O00008756,P00677,2025-02-12,Late Delivery,Approved,182678.95
RET0000620,O00011354,P00597,2024-12-20,Quality Issue,Rejected,19917.15
RET0000621,O00021581,P01070,2024-05-22,Damaged,Refunded,77308.03
RET0000622,O00017196,P00934,2025-04-07,Quality Issue,Refunded,132746.52
RET0000623,O00010922,P00252,2026-03-27,Damaged,Approved,209.63
RET0000624,O00003796,P00414,2025-01-28,Quality Issue,Rejected,24608.07
RET0000625,O00001513,P00511,2024-04-08,Wrong Item,Approved,18225.86
RET0000626,O00004745,P00430,2026-05-29,Quality Issue,Approved,297239.08
RET0000627,O00008924,P00498,2025-08-28,Changed Mind,Approved,22877.78
RET0000628,O00000432,P00191,2025-06-18,Damaged,Rejected,33588.75
RET0000629,O00016723,P00936,2024-09-03,Quality Issue,Requested,230199.48
RET0000630,O00004826,P00151,2025-04-01,Damaged,Refunded,113377.62
RET0000631,O00008579,P00281,2024-03-31,Size Issue,Refunded,25618.51
RET0000632,O00005408,P00226,2025-08-23,Damaged,Refunded,11221.68
RET0000633,O00013834,P00971,2024-02-02,Size Issue,Rejected,-10
RET0000634,O00022394,P01016,2024-06-01,Size Issue,Approved,9030.56
RET0000635,O00002984,P00269,2026-06-16,Changed Mind,Rejected,244129.66
RET0000636,O00000241,P01179,2025-05-03,Damaged,Rejected,50376.23
RET0000637,O00013691,P00799,2024-08-04,Damaged,Approved,40923.48
RET0000638,O00002131,P00898,2026-02-20,Not as Described,Requested,66624.91
RET0000639,O00005803,P01029,2026-06-20,Changed Mind,Approved,32728.78
RET0000640,O00019526,P00690,2024-10-28,Changed Mind,Refunded,57561.96
RET0000641,O00014363,P01074,2026-01-16,Not as Described,Rejected,132587.97
RET0000642,O00022323,P00755,2026-07-03,Damaged,Refunded,166974.37
RET0000643,O00008115,P00461,2025-09-28,Damaged,Approved,257695.89
RET0000644,O00008691,P00724,2025-04-20,Changed Mind,Refunded,66410.94
RET0000645,O00005873,P00609,2026-02-27,Damaged,Rejected,94448.79
