shipment_id,order_id,shipment_date,delivery_date,carrier,tracking_number,shipment_status,shipping_cost
SHP00000309,O00000358,2025-03-26,2025-03-28,DHL,TRK61093643660,Delivered,49.00
SHP00000310,O00000359,2025-01-01,2025-01-04,Delhivery,TRK23491019278,Delivered,99.00
SHP00000311,O00000360,2024-08-02,,BlueDart,TRK26051169676,In Transit,149.00
SHP00000312,O00000361,2025-12-02,2025-12-09,Delhivery,TRK23066241629,Delivered,99.00
SHP00000313,O00000362,2024-04-16,2024-04-18,DTDC,TRK43656723006,Delivered,149.00
SHP00000314,O00000363,2024-10-15,2024-10-20,DTDC,TRK79285917011,Delivered,0.00
SHP00000315,O00000364,2025-08-10,2025-08-17,FedEx,TRK20367677501,Delivered,149.00
SHP00000316,O00000365,2024-12-05,2024-12-11,BlueDart,TRK84898280389,Delivered,149.00
SHP00000317,O00000367,2025-08-14,2025-08-19,BlueDart,TRK87808025769,Delivered,99.00
SHP00000318,O00000368,2024-06-22,,BlueDart,TRK78713582234,Processing,49.00
SHP00000319,O00000369,2024-11-09,,DTDC,TRK40554761209,In Transit,79.00
SHP00000320,O00000370,2026-02-04,2026-02-10,FedEx,TRK34335540315,Delivered,0.00
SHP00000321,O00000371,2025-03-13,,Delhivery,TRK76762215095,In Transit,0.00
SHP00000322,O00000372,2024-01-31,2024-02-01,DTDC,TRK40675512859,Delivered,149.00
SHP00000323,O00000373,2024-04-20,,DHL,TRK29521180164,In Transit,149.00
SHP00000324,O00000375,2025-02-11,,India Post,TRK53114615980,Processing,49.00
SHP00000325,O00000376,2026-02-15,2026-02-20,DTDC,TRK24616219122,Delivered,79.00
SHP00000326,O00000377,2026-05-23,2026-05-28,DTDC,TRK31547550739,Delivered,149.00
SHP00000327,O00000378,2026-05-10,,DTDC,TRK23024214853,In Transit,79.00
SHP00000328,O00000379,2026-05-13,,DTDC,TRK56774038647,In Transit,99.00
SHP00000329,O00000380,2024-09-17,2024-09-22,BlueDart,TRK20826991006,Delivered,0.00
SHP00000330,O00000381,2024-08-31,2024-09-04,Delhivery,TRK41504730971,Delivered,49.00
SHP00000331,O00000382,2025-10-20,2025-10-21,BlueDart,TRK33947054868,Delivered,49.00
SHP00000332,O00000383,2025-08-22,2025-08-24,India Post,TRK75914815733,Delivered,0.00
SHP00000333,O00000384,2025-10-08,2025-10-13,FedEx,TRK93994276052,Delivered,49.00
SHP00000334,O00000385,2025-09-23,2025-09-21,DHL,TRK57656530059,In Transit,99.00
SHP00000335,O00000389,2025-05-23,2025-05-29,Delhivery,TRK30631593542,Delivered,99.00
SHP00000336,O00000390,2025-07-16,2025-07-17,Delhivery,TRK16006101299,Delivered,49.00
SHP00000337,O00000391,2024-10-14,2024-10-19,FedEx,TRK59076540877,Delivered,99.00
SHP00000338,O00000392,2026-06-07,2026-06-12,India Post,TRK22886173181,Delivered,49.00
SHP00000339,O00000393,2025-09-14,2025-09-15,DTDC,TRK61830024341,Delivered,149.00
SHP00000340,O00000394,2024-10-08,,DHL,TRK87992518087,Processing,0.00
SHP00000341,O00000395,2024-11-08,2024-11-15,DHL,TRK35440345187,Delivered,99.00
SHP00000342,O00000396,2025-05-13,,BlueDart,TRK91268216308,In Transit,79.00
SHP00000343,O00000397,2024-11-17,2024-11-24,BlueDart,TRK97167842395,Delivered,0.00
SHP00000344,O00000399,2026-03-03,2026-03-07,bluedart,TRK89986848047,Delivered,99.00
SHP00000345,O00000400,2024-06-09,,BlueDart,TRK56262741412,In Transit,79.00
SHP00000346,O00000401,2025-01-28,,FedEx,TRK44306952133,In Transit,99.00
SHP00000347,O00000402,2025-01-06,2025-01-09,DHL,TRK66552079500,Delivered,79.00
SHP00000348,O00000403,2024-04-22,2024-04-27,DHL,TRK62795796407,Delivered,99.00
SHP00000349,O00000404,2024-09-10,2024-09-13,BlueDart,TRK88854404696,Delivered,149.00
SHP00000350,O00000405,2025-01-02,,BlueDart,TRK63377527829,Processing,99.00
SHP00000351,O00000406,2025-10-22,2025-10-27,DTDC,TRK53580245794,Delivered,149.00
SHP00000352,O00000407,2024-08-31,2024-09-07,DTDC,TRK75820327972,Delivered,0.00
SHP00000353,O00000408,2026-04-08,2026-04-13,DHL,TRK88919208976,Delivered,149.00
SHP00000354,O00000409,2024-08-02,2024-08-05,BlueDart,TRK92337589316,Delivered,0.00
SHP00000355,O00000410,2026-04-19,,BlueDart,TRK52497481724,In Transit,0.00
SHP00000356,O00000411,2026-05-16,2026-05-19,DHL,TRK36522767903,Delivered,99.00
SHP00000357,O00000412,2024-04-02,2024-04-09,DTDC,TRK70704691086,Delivered,49.00
SHP00000358,O00000413,2026-05-11,2026-05-13,BlueDart,,Delivered,49.00
SHP00000359,O00000414,2025-10-25,,DTDC,TRK36668017786,Processing,79.00
SHP00000360,O00000415,2024-09-12,,DTDC,TRK58676645871,In Transit,49.00
SHP00000361,O00000416,2025-08-20,2025-08-26,BlueDart,TRK41148244822,Delivered,99.00
SHP00000362,O00000418,2025-04-03,2025-04-04,DTDC,TRK60700113718,Delivered,149.00
SHP00000363,O00000419,2026-01-31,,FedEx,TRK69966545066,Processing,99.00
SHP00000364,O00000421,2025-02-21,,BlueDart,TRK58650779919,In Transit,0.00
SHP00000365,O00000422,2026-06-14,2026-06-18,DTDC,TRK33102142329,Delivered,49.00
SHP00000366,O00000423,2024-03-23,2024-03-26,BlueDart,TRK20616835180,Delivered,149.00
SHP00000367,O00000424,2025-01-30,2025-01-31,DTDC,TRK47532727834,Delivered,149.00
SHP00000368,O00000425,2025-06-21,2025-06-25,India Post,TRK46100201350,Delivered,79.00
SHP00000369,O00000429,2025-12-16,2025-12-21,DTDC,TRK68230039607,Delivered,79.00
SHP00000370,O00000430,2024-06-16,,India Post,TRK67107376297,Processing,99.00
SHP00000371,O00000432,2025-06-11,2025-06-15,FedEx,TRK86893663705,Delivered,79.00
SHP00000372,O00000433,2025-01-22,2025-01-23,BlueDart,TRK23489136066,Delivered,149.00
SHP00000373,O00000434,2025-07-07,,Delhivery,TRK63497957118,Processing,99.00
SHP00000374,O00000435,2025-08-15,,DTDC,TRK11478360069,Processing,149.00
SHP00000375,O00000436,2026-04-25,,FedEx,TRK38381399131,Processing,79.00
SHP00000376,O00000437,2024-07-15,2024-07-16,BlueDart,TRK34984957583,Delivered,0.00
SHP00000377,O00000439,2024-09-23,,BlueDart,TRK21794020257,Processing,149.00
SHP00000378,O00000440,2024-06-10,,BlueDart,TRK19477303667,Processing,49.00
SHP00000379,O00000441,2024-07-04,2024-07-09,India Post,TRK20830120485,Delivered,79.00
SHP00000380,O00000442,2025-09-12,2025-09-14,DHL,TRK89483175740,Delivered,0.00
SHP00000381,O00000444,2025-08-29,2025-09-03,India Post,TRK80469591269,Delivered,49.00
SHP00000382,O00000445,2025-07-24,,India Post,TRK98680746897,Processing,0.00
SHP00000383,O00000446,2026-03-26,2026-03-31,India Post,TRK18142705885,Delivered,99.00
SHP00000384,O00000447,2024-06-25,2024-06-30,FedEx,TRK27328400655,Delivered,149.00
SHP00000385,O00000448,2025-07-25,2025-07-26,FedEx,TRK82991940079,Delivered,49.00
SHP00000386,O00000449,2026-03-13,2026-03-14,BlueDart,TRK37118842260,LOST??,149.00
SHP00000387,O00000450,2025-05-04,2025-05-08,india post,TRK21655371159,Delivered,149.00
SHP00000388,O00000451,2024-08-13,,FedEx,TRK13489585511,Processing,79.00
SHP00000389,O00000452,2025-05-06,2025-05-10,FedEx,TRK21093422220,Delivered,49.00
SHP00000390,O00000453,2025-07-06,2025-07-07,FedEx,TRK46435032280,Delivered,149.00
SHP00000391,O00000454,2024-01-24,2024-01-26,BlueDart,TRK64148356583,Delivered,99.00
SHP00000392,O00000455,2024-08-05,2024-08-12,India Post,TRK99870680581,Delivered,49.00
SHP00000393,O00000456,2024-06-08,,BlueDart,TRK75871073407,In Transit,79.00
SHP00000394,O00000458,2025-01-16,2025-01-22,DHL,TRK12155216593,Delivered,49.00
SHP00000395,O00000459,2025-03-01,,BlueDart,TRK75670600922,In Transit,99.00
SHP00000396,O00000460,2025-12-07,,India Post,TRK13975192035,In Transit,99.00
SHP00000397,O00000461,2025-04-11,,India Post,TRK54250874916,Processing,79.00
SHP00000398,O00000462,2025-02-07,,Delhivery,TRK59675099969,In Transit,49.00
SHP00000399,O00000463,2024-09-12,,Delhivery,TRK65760747788,Processing,0.00
SHP00000400,O00000464,2025-05-22,,India Post,TRK88240974746,In Transit,49.00
SHP00000401,O00000465,2026-04-27,2026-05-04,DTDC,TRK69883287419,Delivered,99.00
SHP00000402,O00000467,2024-03-26,2024-03-28,FedEx,TRK67551934053,Delivered,149.00
SHP00000403,O00000468,2026-04-19,2026-04-20,DTDC,TRK10054256608,Delivered,49.00
SHP00000404,O00000469,2024-11-10,2024-11-15,BlueDart,TRK65230465005,Delivered,99.00
SHP00000405,O00000470,2025-03-05,2025-03-12,DHL,TRK12631321267,Delivered,149.00
SHP00000406,O00000471,2024-06-16,2024-06-21,DHL,TRK27412477157,Delivered,49.00
SHP00000407,O00000472,2024-01-30,,Delhivery,TRK99768249770,In Transit,79.00
SHP00000408,O00000473,2025-02-14,,DTDC,TRK68505019256,In Transit,49.00
SHP00000409,O00000474,2025-12-17,2025-12-19,FedEx,TRK63764813030,Delivered,99.00
SHP00000410,O00000475,2025-09-09,2025-09-16,Delhivery,TRK97215700777,Delivered,149.00
SHP00000411,O00000476,2024-01-20,,FedEx,TRK17727584931,In Transit,99.00
SHP00000412,O00000477,2025-02-24,,DHL,TRK29275053501,Processing,79.00
SHP00000413,O00000478,2025-08-21,2025-08-28,DTDC,TRK18600731313,Delivered,149.00
SHP00000414,O00000479,2025-11-15,2025-11-20,Delhivery,TRK79462350808,Delivered,49.00
SHP00000415,O00000480,2025-04-16,,India Post,TRK60406837331,In Transit,149.00
SHP00000416,O00000481,2024-10-03,2024-10-08,DTDC,TRK35215638160,Delivered,149.00
SHP00000417,O00000482,2025-10-06,2025-10-13,DHL,TRK61721379178,Delivered,99.00
SHP00000418,O00000483,2026-05-26,2026-06-01,BlueDart,TRK44338799740,Delivered,0.00
SHP00000419,O00000484,2026-01-05,,India Post,TRK14774237238,In Transit,99.00
SHP00000420,O00000486,2024-04-21,,DHL,TRK30722961298,Processing,149.00
SHP00000421,O00000487,2024-02-19,2024-02-23,DTDC,TRK87372766102,Delivered,0.00
SHP00000422,O00000488,2025-04-24,2025-04-27,DHL,TRK40996278387,Delivered,-25.00
SHP00000423,O00000489,2025-09-14,,India Post,TRK18994976588,Processing,79.00
SHP00000424,O00000490,2025-11-11,,BlueDart,TRK53088564443,Processing,79.00
SHP00000425,O00000491,2025-03-18,,India Post,TRK20334261613,Processing,99.00
SHP00000426,O00000492,2024-01-12,,India Post,TRK25659048557,In Transit,149.00
SHP00000427,O00000494,2026-03-31,2026-04-03,India Post,TRK27555689530,Delivered,149.00
SHP00000428,O00000495,2024-10-12,2024-10-19,DTDC,TRK62779894292,Delivered,99.00
SHP00000429,O00000496,2026-06-22,2026-06-23,DHL,TRK84195251026,Delivered,149.00
SHP00000430,O00000497,2025-03-30,2025-04-02,dhl,TRK40236011601,Delivered,79.00
SHP00000431,O00000498,2026-04-19,2026-04-22,Delhivery,TRK95913860307,Delivered,79.00
SHP00000432,O00000499,2025-10-05,,FedEx,TRK23302084622,Processing,79.00
SHP00000433,O00000501,2026-04-30,,BlueDart,TRK95525473839,Processing,0.00
SHP00000434,O00000503,2025-10-03,,DTDC,TRK95443200836,In Transit,149.00
SHP00000435,O00000504,2025-09-30,2025-10-03,BlueDart,TRK96159355494,Delivered,0.00
SHP00000436,O00000505,2025-08-05,,DTDC,TRK21440296223,In Transit,149.00
SHP00000437,O00000506,2025-09-19,,Delhivery,TRK45664348588,In Transit,99.00
SHP00000438,O00000507,2024-06-29,2024-07-03,DTDC,TRK71395951878,Delivered,0.00
SHP00000439,O00000508,2024-08-28,2024-09-03,India Post,TRK79508018408,Delivered,79.00
SHP00000440,O00000511,2025-05-11,2025-05-16,DHL,TRK30666423722,Delivered,99.00
SHP00000441,O00000512,2024-01-28,,India Post,TRK92650749080,In Transit,0.00
SHP00000442,O00000513,2025-04-30,2025-05-01,FedEx,TRK91275635170,Delivered,0.00
SHP00000443,O00000514,2024-03-13,2024-03-17,Delhivery,TRK51110336839,Delivered,99.00
SHP00000444,O00000515,2024-10-03,2024-10-10,FedEx,TRK49554343812,Delivered,49.00
SHP00000445,O00000517,2024-12-30,2025-01-06,India Post,TRK14272252630,Delivered,79.00
SHP00000446,O00000518,invalid_date,2025-09-30,FedEx,TRK79457640706,Delivered,99.00
SHP00000447,O00000519,2026-06-27,2026-06-29,DTDC,TRK65508048779,Delivered,0.00
SHP00000448,O00000520,2024-12-24,,DTDC,TRK53920910866,Processing,49.00
SHP00000449,O00000521,2025-08-15,,DHL,TRK73682653137,Processing,99.00
SHP00000450,O00000523,2024-08-30,,DTDC,TRK12034427661,In Transit,49.00
SHP00000451,O00000524,2025-10-14,,DTDC,TRK16358934710,Processing,49.00
SHP00000452,O00000526,2025-10-27,2025-10-30,BlueDart,TRK63798957596,Delivered,149.00
SHP00000453,O00000527,2024-08-27,2024-09-03,FedEx,TRK92620347194,Delivered,79.00
SHP00000454,O00000528,2025-08-03,,DHL,TRK15454694921,Processing,99.00
SHP00000455,O00000530,2025-12-10,2025-12-14,India Post,TRK45040985711,Delivered,99.00
SHP00000456,O00000531,2026-06-15,2026-06-18,BlueDart,TRK42329901321,Delivered,0.00
SHP00000457,O00000532,2025-01-31,,DHL,TRK10210095664,Processing,99.00
SHP00000458,O00000533,2024-12-10,2024-12-12,Delhivery,TRK17153579216,Delivered,79.00
SHP00000459,O00000534,2025-08-07,2025-08-14,India Post,TRK84434611256,Delivered,49.00
SHP00000460,O00000537,2025-01-09,,Delhivery,TRK47767521637,In Transit,0.00
SHP00000461,O00000538,2026-03-30,,FedEx,TRK25850576742,In Transit,99.00
SHP00000462,O00000540,2026-06-28,2026-07-02,BlueDart,TRK29939871649,Delivered,0.00
SHP00000463,O00000541,2024-04-22,2024-04-26,Delhivery,TRK77905754765,Delivered,79.00
SHP00000464,O00000542,2025-06-02,,DHL,TRK44098888922,In Transit,0.00
SHP00000465,O00000543,2024-02-16,2024-02-17,Delhivery,TRK53306584514,Delivered,149.00
SHP00000466,O00000544,2025-04-04,2025-04-09,Delhivery,TRK15468754579,Delivered,0.00
SHP00000467,O00000546,2025-09-04,,BlueDart,TRK11049092207,Processing,49.00
SHP00000468,O00000548,2025-10-24,,FedEx,TRK35647045616,Processing,99.00
SHP00000469,O00000549,2025-09-25,,DTDC,TRK49153296011,In Transit,99.00
SHP00000470,O00000550,2025-09-06,2025-09-08,Delhivery,TRK44420991377,Delivered,79.00
SHP00000471,O00000551,2025-11-09,2025-11-12,DHL,TRK67465066946,Delivered,79.00
SHP00000472,O00000553,2024-02-26,,DHL,TRK58214805075,In Transit,99.00
SHP00000473,O00000554,2024-10-30,2024-11-06,fedex,TRK65989405897,Delivered,49.00
SHP00000474,O00000555,2024-07-03,2024-07-06,DHL,TRK69181003589,Delivered,99.00
SHP00000475,O00000557,2025-06-26,2025-06-29,BlueDart,TRK54005726943,Delivered,49.00
SHP00000476,O00000558,2024-06-05,,DHL,TRK67077490608,In Transit,149.00
SHP00000477,O00000559,2025-01-26,2025-01-28,India Post,TRK17109286140,Delivered,49.00
SHP00000478,O99999999,2024-07-26,,FedEx,TRK50388590330,Processing,99.00
SHP00000479,O00000561,2026-03-25,2026-03-29,BlueDart,TRK36359144906,Delivered,0.00
SHP00000480,O00000564,2025-01-29,2025-01-31,DTDC,TRK83712097943,Delivered,99.00
SHP00000481,O00000565,2026-04-12,2026-04-19,BlueDart,TRK27648919935,Delivered,149.00
SHP00000482,O00000566,2026-04-27,2026-04-30,Delhivery,TRK89852352063,Delivered,79.00
SHP00000483,O00000567,2024-04-06,2024-04-12,DHL,TRK20742444659,Delivered,49.00
SHP00000484,O00000568,2024-05-19,2024-05-20,Delhivery,TRK50838956693,Delivered,149.00
SHP00000485,O00000569,2025-12-10,2025-12-16,DHL,TRK22517904677,Delivered,0.00
SHP00000486,O00000570,2025-04-09,2025-04-16,India Post,TRK93664612716,Delivered,99.00
SHP00000487,O00000571,2025-04-10,2025-04-11,Delhivery,TRK85101508499,Delivered,0.00
SHP00000488,O00000572,2025-02-14,2025-02-17,BlueDart,TRK81357357025,Delivered,49.00
SHP00000489,O00000573,2024-05-17,2024-05-21,India Post,TRK66273081408,Delivered,49.00
SHP00000490,O00000574,2024-12-28,2025-01-04,BlueDart,TRK88372777869,Delivered,79.00
SHP00000491,O00000576,2025-12-08,2025-12-11,Delhivery,TRK67624371852,Delivered,99.00
SHP00000492,O00000578,2025-08-24,2025-08-31,BlueDart,TRK26807957835,Delivered,149.00
SHP00000493,O00000579,2025-03-22,2025-03-23,BlueDart,TRK81512173938,Delivered,49.00
SHP00000494,O00000580,2024-10-11,,BlueDart,TRK76141827598,Processing,99.00
SHP00000495,O00000581,2025-02-15,,Delhivery,TRK89093987327,Processing,49.00
SHP00000496,O00000582,2024-01-22,2024-01-23,Delhivery,TRK80937233951,Delivered,79.00
SHP00000497,O00000583,2024-06-11,,Delhivery,TRK57675718768,Processing,49.00
SHP00000498,O00000584,2024-01-10,2024-01-13,India Post,TRK54752865100,Delivered,79.00
SHP00000499,O00000585,2024-12-29,,India Post,TRK10501447536,In Transit,149.00
SHP00000500,O00000586,2025-10-23,,DHL,TRK69407942412,In Transit,149.00
SHP00000501,O00000587,2024-06-14,2024-06-12,Delhivery,TRK20075467286,Processing,149.00
SHP00000502,O00000588,2025-06-17,,FedEx,TRK63863036241,In Transit,149.00
SHP00000503,O00000589,2024-07-23,2024-07-27,DHL,TRK23994447567,Delivered,99.00
SHP00000504,O00000590,2024-10-20,2024-10-27,India Post,TRK88968487691,Delivered,149.00
SHP00000505,O00000593,2024-09-15,2024-09-17,DTDC,TRK70592095951,Delivered,49.00
SHP00000506,O00000594,2024-03-12,,DTDC,TRK13578229987,In Transit,79.00
SHP00000507,O00000595,2025-03-09,2025-03-15,DHL,TRK97657500514,Delivered,149.00
SHP00000508,O00000596,2025-11-03,,BlueDart,TRK43585738772,In Transit,79.00
SHP00000509,O00000597,2025-04-22,2025-04-27,BlueDart,TRK23825791062,Delivered,99.00
SHP00000510,O00000598,2026-01-01,2026-01-04,FedEx,TRK13953710239,Delivered,99.00
SHP00000511,O00000599,2025-12-25,,Delhivery,TRK47703545811,In Transit,49.00
SHP00000512,O00000600,2026-02-26,2026-02-27,DTDC,TRK78521211332,Delivered,49.00
SHP00000513,O00000601,2025-06-25,,FedEx,TRK34894565586,Processing,99.00
SHP00000514,O00000602,2025-10-02,2025-10-08,Delhivery,TRK85223085554,Delivered,49.00
SHP00000515,O00000603,2024-01-27,,DTDC,TRK52186540912,In Transit,149.00
SHP00000516,O00000605,2024-09-19,,dhl,TRK34948801223,Processing,49.00
SHP00000517,O00000606,2024-01-24,,DHL,TRK89222538315,Processing,49.00
SHP00000518,O00000607,2026-01-30,2026-01-31,India Post,TRK81572027267,Delivered,49.00
SHP00000519,O00000608,2024-04-05,2024-04-08,Delhivery,TRK42275313813,Delivered,0.00
SHP00000520,O00000610,2025-08-31,2025-09-07,DHL,TRK41575839056,Delivered,0.00
SHP00000521,O00000611,2026-05-14,,FedEx,TRK38193838038,Processing,0.00
SHP00000522,O00000612,2025-09-03,,DTDC,TRK87776237368,In Transit,79.00
SHP00000523,O00000613,2024-12-08,,DTDC,TRK24631900912,In Transit,79.00
SHP00000524,O00000614,2025-03-12,2025-03-14,India Post,TRK73212202749,Delivered,0.00
SHP00000525,O00000615,2024-05-11,2024-05-17,India Post,TRK98265258270,Delivered,149.00
SHP00000526,O00000616,2026-03-29,,BlueDart,TRK39257039103,In Transit,49.00
SHP00000527,O00000617,2024-04-30,2024-05-07,BlueDart,TRK40316995944,Delivered,0.00
SHP00000528,O00000618,2025-04-11,,Delhivery,TRK92182241265,In Transit,0.00
SHP00000529,O00000619,2024-01-07,2024-01-12,FedEx,TRK22079576985,Delivered,79.00
SHP00000530,O00000620,2025-04-24,2025-04-25,BlueDart,TRK66693623178,Delivered,79.00
SHP00000531,O00000621,2025-12-06,2025-12-12,DHL,TRK92593348156,Delivered,149.00
SHP00000532,O00000622,2025-08-01,,India Post,TRK97698800800,Processing,0.00
SHP00000533,O00000624,2024-11-06,,Delhivery,TRK83161903838,In Transit,0.00
SHP00000534,O00000625,2026-06-05,,Delhivery,TRK28831332674,In Transit,149.00
SHP00000535,O00000626,2024-02-20,2024-02-27,Delhivery,TRK27711830141,Delivered,0.00
SHP00000536,O00000627,2025-07-15,,DHL,TRK98310074621,In Transit,0.00
SHP00000537,O00000628,2025-03-04,,FedEx,,Processing,99.00
SHP00000538,O00000629,2025-01-12,2025-01-17,FedEx,TRK60678239243,Delivered,0.00
SHP00000539,O00000631,2025-06-01,,BlueDart,TRK37695746597,Processing,99.00
SHP00000540,O00000632,2025-06-15,2025-06-17,DHL,TRK28937525426,Delivered,0.00
SHP00000541,O00000633,2025-10-19,2025-10-22,FedEx,TRK93303471351,Delivered,49.00
BADSHIP542,O00000634,2025-02-12,2025-02-14,DTDC,TRK19315291348,Delivered,49.00
SHP00000543,O00000636,2025-04-07,,FedEx,TRK77914756063,In Transit,99.00
SHP00000544,O00000639,2026-04-19,,BlueDart,TRK99663434716,Processing,0.00
SHP00000545,O00000640,2026-02-05,2026-02-08,Delhivery,TRK61237726414,Delivered,99.00
SHP00000546,O00000643,2024-06-09,2024-06-13,Delhivery,TRK98744772775,Delivered,149.00
SHP00000547,O00000645,2026-02-20,,DHL,TRK51734351171,Processing,149.00
SHP00000548,O00000646,2025-01-24,2025-01-28,FedEx,TRK72306957681,Delivered,0.00
SHP00000549,O00000647,2025-12-16,,India Post,TRK32265004152,In Transit,79.00
SHP00000550,O00000648,2024-08-07,2024-08-09,Delhivery,TRK38248249286,Delivered,0.00
SHP00000551,O00000650,2025-05-22,,BlueDart,TRK23423554008,Processing,79.00
SHP00000552,O00000651,2026-05-26,,FedEx,TRK26274166236,In Transit,49.00
SHP00000553,O00000652,2024-09-20,2024-09-21,DTDC,TRK20510202649,Delivered,99.00
SHP00000554,O00000653,2024-11-07,,FedEx,TRK68416541357,In Transit,49.00
SHP00000555,O00000654,2025-02-26,,FedEx,TRK73485696867,Processing,99.00
SHP00000556,O00000655,2024-07-12,,BlueDart,TRK37085510526,Processing,99.00
SHP00000557,O00000656,2025-11-06,,DTDC,TRK26263092477,In Transit,49.00
SHP00000558,O00000657,2025-11-15,2025-11-18,India Post,TRK35338591838,Delivered,149.00
SHP00000559,O00000658,2024-02-06,2024-02-08,bluedart,TRK69776918956,Delivered,0.00
SHP00000560,O00000659,2024-02-06,,India Post,TRK88319244187,Processing,0.00
SHP00000561,O00000660,2026-01-11,2026-01-15,BlueDart,TRK36360355077,Delivered,0.00
SHP00000562,O00000661,2024-10-22,2024-10-26,Delhivery,TRK72326391797,Delivered,79.00
SHP00000563,O00000662,2024-10-10,,DHL,TRK53423081815,In Transit,99.00
SHP00000564,O00000663,2025-01-24,,Delhivery,TRK97182131765,In Transit,49.00
SHP00000565,O00000664,2024-02-19,2024-02-24,FedEx,TRK65284105830,Delivered,99.00
SHP00000566,O00000665,2025-04-23,,DHL,TRK42551609010,In Transit,99.00
SHP00000567,O00000666,2025-12-25,,BlueDart,TRK37110820985,In Transit,149.00
SHP00000568,O00000667,2025-12-13,,DTDC,TRK49190709013,Processing,149.00
SHP00000569,O00000668,2026-01-12,,Delhivery,TRK39740293906,In Transit,0.00
SHP00000570,O00000669,2025-12-27,2026-01-03,FedEx,TRK26140027599,Delivered,149.00
SHP00000571,O00000670,2024-09-25,2024-09-29,BlueDart,TRK55425949638,Delivered,49.00
